cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,strength_1,strength_3,strength_7,strength_28,source,imputed_early
553.87,1833.0,0.0,235.0,0.0,112.8,0.0,30.3507,39.114,44.16427903148558,52.8139,boxcrete,0
333.6,1833.0,0.0,265.0,0.0,333.07,0.0,15.8442,28.6615,38.45602784915954,51.2556,boxcrete,0
466.67,1833.0,0.0,133.0,8.67,200.0,0.0,58.9778,68.858,67.035984,81.7512,boxcrete,1
411.6,1833.0,0.0,133.0,8.67,255.07,0.0,41.7064,48.5253,53.94533054301626,75.339,boxcrete,0
362.93,1833.0,0.0,133.0,8.67,303.73,0.0,43.9058,60.991,71.27751450644327,71.3608,boxcrete,0
277.47,1833.0,0.0,133.0,8.67,389.2,0.0,32.0882,51.8555,63.98761752520528,77.2144,boxcrete,0
200.67,1833.0,0.0,167.0,3.33,466.0,0.0,21.4082,30.792,42.41573282802705,62.6665,boxcrete,0
214.67,1833.0,0.0,159.0,4.0,452.0,0.0,23.718,31.4056,33.41339778191587,39.5552,boxcrete,0
322.13,1833.0,0.0,149.0,6.67,344.53000000000003,0.0,39.8241,53.9101,67.13418569433671,82.0476,boxcrete,0
293.33,1833.0,0.0,133.0,8.67,373.33,0.0,31.1367,54.7168,58.63821141233936,65.0796,boxcrete,0
229.33,1833.0,0.0,133.0,8.67,437.33000000000004,0.0,27.7652,45.1745,63.26709470052656,63.6111,boxcrete,0
395.33,1833.0,0.0,133.0,8.67,271.33,0.0,41.6237,53.8067,62.668254151175375,66.8516,boxcrete,0
305.07,1833.0,0.0,133.0,8.67,361.6,0.0,33.5982,51.8486,60.8585282537061,71.0505,boxcrete,0
408.13,1833.0,0.0,139.0,8.67,258.53,0.0,36.1423,47.2843,55.26441136242668,56.8956,boxcrete,0
340.8,1833.0,0.0,133.0,8.67,325.87,0.0,34.0532,53.4689,57.511501542844336,66.5827,boxcrete,0
272.67,1833.0,0.0,133.0,8.67,260.8,0.0,20.705,31.3712,44.89323326117294,54.8133,boxcrete,0
229.33,1833.0,0.0,200.0,0.0,437.33000000000004,0.0,14.9892,28.0686,51.505266,62.8113,boxcrete,1
229.33,1833.0,0.0,200.0,0.0,437.33000000000004,0.0,14.0998,27.539395,37.4581574576446,42.3683,boxcrete,1
344.0,1833.0,0.0,299.0,0.0,322.66999999999996,0.0,10.3835,20.1189,29.137577542853283,45.8708,boxcrete,0
160.53,1967.0,0.0,167.0,3.33,372.8,0.0,10.025,19.85,27.177434462098,41.4306,boxcrete,0
240.8,1700.0,0.0,167.0,3.33,559.2,0.0,23.6077,46.3535,56.97667846878574,78.3038,boxcrete,0
412.0,1833.0,0.0,133.0,8.67,256.0,0.0,14.3273,41.2307,50.85327470785728,69.251,boxcrete,0
362.67,1833.0,0.0,133.0,8.67,304.0,0.0,8.253,30.8403,48.368624363223674,57.978,boxcrete,0
277.33,1833.0,0.0,133.0,8.67,389.34000000000003,0.0,3.3509,21.1945,36.80256454635566,57.9022,boxcrete,0
201.33,1833.0,0.0,167.0,3.33,465.33,0.0,1.641,14.2377,24.45687075044819,37.2731,boxcrete,0
229.33,1833.0,0.0,133.0,8.67,437.33000000000004,0.0,0.7171,24.7453,36.85564526182485,65.4175,boxcrete,0
396.0,1833.0,0.0,133.0,8.67,272.0,0.0,8.2186,36.556,48.86236719758567,53.4895,boxcrete,0
341.33,1833.0,0.0,133.0,8.67,326.66,0.0,5.895,33.4672,44.18747639184089,61.3978,boxcrete,0
400.0,2100.0,0.0,80.0,10.67,0.0,0.0,17.2645,22.5459,27.80954534875209,28.958,boxcrete,0
212.0,1833.0,0.0,175.0,0.0,454.66999999999996,0.0,21.4772,29.5096,30.19681050342089,32.233,boxcrete,0
229.33,2271.0,0.0,45.0,13.33,0.0,0.0,1.0273,8.8253,8.039525999999999,9.8043,boxcrete,1
122.67,2289.0,0.0,43.0,10.67,86.67,0.0,1.179,5.7433,6.835356,8.3358,boxcrete,1
97.33,2329.0,0.0,83.0,10.67,73.34,0.0,0.655,2.9854,4.144765592114042,7.0464,boxcrete,0
314.67,2025.0,0.0,116.0,10.67,161.32999999999998,0.0,18.278,29.1579,37.266338398193724,44.5677,boxcrete,0
366.67,2083.0,0.0,84.0,10.67,50.66,0.0,20.3671,29.7923,35.15103954920612,41.9753,boxcrete,0
66.67,2357.0,0.0,45.0,13.33,77.33,0.0,1.3238,0.7653,2.1388358838036297,3.3095,boxcrete,1
498.67,2001.0,0.0,100.0,10.67,0.0,0.0,38.1763,46.4983,44.771672,54.5996,boxcrete,1
160.0,2311.0,0.0,64.0,10.67,29.33,0.0,0.4964,3.8749,4.5601556727063475,5.2814,boxcrete,0
334.67,2011.0,0.0,99.0,10.67,154.67000000000002,0.0,29.6268,33.8464,47.75819898284093,58.2331,boxcrete,0
886.67,1549.0,0.0,249.0,2.67,65.33,0.0,54.2204,54.965,46.558206,56.7783,boxcrete,1
317.33,1833.0,0.0,233.0,0.0,349.33000000000004,0.0,18.8916,29.744,35.20693926149889,54.4479,boxcrete,0
894.67,1521.0,0.0,240.0,2.67,84.0,0.0,52.6622,58.1573,60.912454947553876,72.0365,boxcrete,0
240.78,1700.0,0.0,287.0,0.0,559.22,0.0,9.0942,16.2372,27.52737932779154,48.4495,boxcrete,0
229.38,1833.0,0.0,233.0,0.0,437.28999999999996,0.0,10.4662,19.7259,32.943067123373055,52.8277,boxcrete,0
316.0,2025.0,0.0,167.0,0.0,161.14,0.0,17.3886,23.7869,30.958394250366705,41.4444,boxcrete,0
49.33,2025.0,0.0,167.0,0.0,428.0,0.0,1.2411,3.0061,9.377883993339104,25.29,boxcrete,0
253.33,1947.0,0.0,252.0,0.0,466.67,0.0,9.3424,19.1261,30.522904332227036,45.464,boxcrete,0
229.33,2000.0,0.0,233.0,0.0,437.33,0.0,8.1358,17.8298,28.923642130522875,46.8775,boxcrete,0
229.33,1967.0,0.0,200.0,1.33,300.0,0.0,10.0181,20.3533,31.07765888794897,47.5945,boxcrete,0
240.0,1833.0,0.0,240.0,0.0,433.33,0.0,9.1287,22.4355,32.0172990497676,47.4911,boxcrete,0
454.67,1833.0,0.0,155.0,4.0,212.0,0.0,45.726,50.3455,51.047295999999996,62.2528,boxcrete,1
110.27,1233.0,0.0,443.0,0.0,1156.4,0.0,2.1098,14.5204,23.5594,23.5594,boxcrete,0
168.53,1920.0,0.0,203.0,0.0,411.85999999999996,0.0,6.9913,17.7678,29.76412175760697,48.3116,boxcrete,0
0.0,1301.33,0.0,286.67,0.0,1198.67,0.0,10.48556,1.9374,10.102059746954767,26.2139,boxcrete,1
129.47,1857.33,0.0,225.33,0.0,440.67,0.0,4.2127,15.2029,28.160375190915826,41.0376,boxcrete,0
49.33,1773.33,0.0,253.33,0.0,676.0,0.0,1.4479,10.3766,22.561457670009915,34.5565,boxcrete,0
194.67,1512.0,0.0,345.33,0.0,794.6600000000001,0.0,4.4264,17.2714,30.387465680354065,50.8213,boxcrete,0
666.67,1833.0,0.0,200.0,5.33,0.0,0.0,34.9564,43.8989,50.50650783087752,56.4819,boxcrete,0
666.67,1833.0,0.0,267.0,2.67,0.0,0.0,29.5923,38.1832,42.77867410253073,48.7873,boxcrete,0
666.67,1833.0,0.0,333.0,0.0,0.0,0.0,13.1621,21.4013,30.315832694173736,40.5688,boxcrete,0
436.0,1833.0,0.0,256.0,0.0,230.66000000000003,0.0,23.518,34.529,38.400514443815986,45.8295,boxcrete,0
318.67,1833.0,0.0,317.0,0.0,348.0,0.0,11.4384,19.9534,28.452811479266018,39.8931,boxcrete,0
265.33,1833.0,0.0,185.0,1.33,401.33000000000004,0.0,24.3523,35.7769,42.58739089828417,59.881,boxcrete,0
110.0,698.0,821.0,246.0,1.1,0.0,0.0,19.32,31.395,39.605999999999995,48.3,normal_concrete,1
132.0,735.6,866.9,178.9,5.5,367.4,0.0,13.324000000000002,21.651500000000002,27.3142,33.31,normal_concrete,1
132.0,736.0,867.0,179.0,5.0,368.0,0.0,13.32,21.645,27.305999999999997,33.3,normal_concrete,1
133.0,795.0,949.0,196.0,3.0,210.0,0.0,12.412,20.169500000000003,25.444599999999998,31.03,normal_concrete,1
133.1,795.3,949.4,195.7,3.1,210.2,0.0,11.576,18.811,23.7308,28.94,normal_concrete,1
134.7,804.9,961.0,180.2,10.0,165.7,0.0,5.316,8.6385,10.897799999999998,13.29,normal_concrete,1
135.0,643.0,965.0,196.0,6.0,298.0,0.0,8.764000000000001,14.2415,17.9662,21.91,normal_concrete,1
135.0,805.0,961.0,180.0,10.0,166.0,0.0,5.316,8.6385,10.897799999999998,13.29,normal_concrete,1
136.0,764.0,923.0,172.0,10.0,288.0,0.0,11.628,18.895500000000002,23.8374,29.07,normal_concrete,1
136.0,783.0,847.0,199.0,6.0,294.0,0.0,10.788,17.5305,22.115399999999998,26.97,normal_concrete,1
136.4,764.4,922.6,171.6,10.4,287.4,0.0,11.628,18.895500000000002,23.8374,29.07,normal_concrete,1
137.0,757.0,708.0,226.0,6.0,381.0,0.0,13.780000000000001,22.392500000000002,28.249000000000002,34.45,normal_concrete,1
139.7,655.6,868.6,236.7,5.8,291.6,0.0,14.091999999999999,22.8995,28.888599999999997,35.23,normal_concrete,1
139.9,753.4,916.0,200.3,7.4,235.89999999999998,0.0,14.576,23.686,29.880799999999997,36.44,normal_concrete,1
140.0,656.0,869.0,237.0,6.0,292.0,0.0,12.945999999999998,21.037249999999997,26.539299999999994,32.364999999999995,normal_concrete,1
140.0,753.0,916.0,200.0,7.0,236.0,0.0,14.576,23.686,29.880799999999997,36.44,normal_concrete,1
140.0,775.0,871.0,183.0,12.0,292.0,0.0,13.352000000000002,21.697000000000003,27.3716,33.38,normal_concrete,1
140.0,780.5,1049.9,174.9,4.4,199.5,0.0,12.332,20.0395,25.280599999999996,30.83,normal_concrete,1
140.1,683.8,1020.9,207.8,4.9,237.9,0.0,10.512,17.082,21.549599999999998,26.28,normal_concrete,1
140.1,710.1,1049.5,193.9,4.7,220.1,0.0,10.568000000000001,17.173000000000002,21.6644,26.42,normal_concrete,1
140.2,704.0,1047.6,171.3,5.5,279.7,0.0,13.512,21.957,27.6996,33.78,normal_concrete,1
140.2,742.7,1028.4,169.4,5.3,269.5,0.0,14.528,23.608,29.7824,36.32,normal_concrete,1
140.5,681.4,1017.7,182.5,5.7,300.0,0.0,12.388,20.1305,25.3954,30.97,normal_concrete,1
141.1,789.2,996.1,188.8,4.6,210.1,0.0,12.172,19.7795,24.952599999999997,30.43,normal_concrete,1
141.9,785.3,882.6,173.5,10.9,296.29999999999995,0.0,17.844,28.9965,36.5802,44.61,normal_concrete,1
142.0,785.0,883.0,174.0,11.0,297.0,0.0,16.266000000000002,26.43225,33.345299999999995,40.665,normal_concrete,1
142.0,836.0,735.0,215.0,6.0,297.0,0.0,12.548000000000002,20.390500000000003,25.723399999999998,31.37,normal_concrete,1
143.0,643.0,967.0,191.0,8.0,312.0,0.0,11.888,19.318,24.370399999999997,29.72,normal_concrete,1
143.0,643.5,967.4,190.7,8.4,312.1,0.0,11.892000000000001,19.3245,24.3786,29.73,normal_concrete,1
143.0,672.0,891.0,217.0,6.0,299.0,0.0,10.568000000000001,17.173000000000002,21.6644,26.42,normal_concrete,1
143.3,647.1,964.8,200.8,6.2,331.6,0.0,10.836,17.6085,22.2138,27.09,normal_concrete,1
143.6,844.5,942.7,158.4,17.9,174.9,0.0,6.168,10.023,12.6444,15.42,normal_concrete,1
143.7,805.3,814.1,191.6,8.5,302.79999999999995,0.0,11.948,19.4155,24.493399999999998,29.87,normal_concrete,1
143.8,774.3,941.5,178.1,7.5,242.5,0.0,10.46,16.9975,21.442999999999998,26.15,normal_concrete,1
144.0,709.0,1021.0,176.0,6.0,210.0,0.0,6.136,9.971,12.5788,15.34,normal_concrete,1
144.0,774.0,941.0,178.0,7.0,242.0,0.0,10.456000000000001,16.991,21.4348,26.14,normal_concrete,1
144.0,805.0,814.0,192.0,8.0,303.0,0.0,11.948,19.4155,24.493399999999998,29.87,normal_concrete,1
144.0,844.0,943.0,158.0,18.0,175.0,0.0,6.168,10.023,12.6444,15.42,normal_concrete,1
144.8,811.5,979.5,180.8,11.1,133.6,0.0,5.28,8.58,10.823999999999998,13.2,normal_concrete,1
145.0,715.0,752.0,209.0,11.0,404.0,0.0,14.264,23.179,29.241199999999996,35.66,normal_concrete,1
145.0,812.0,979.0,181.0,11.0,134.0,0.0,5.28,8.58,10.823999999999998,13.2,normal_concrete,1
145.0,853.0,750.0,240.0,6.0,227.0,0.0,14.636000000000003,23.783500000000004,30.003800000000002,36.59,normal_concrete,1
145.0,869.0,824.0,202.0,8.0,179.0,0.0,4.216,6.851,8.6428,10.54,normal_concrete,1
145.0,880.0,833.0,184.0,5.7,235.0,0.0,11.664000000000001,18.954,23.911199999999997,29.16,normal_concrete,1
145.0,883.0,751.0,208.0,10.0,242.0,0.0,10.408000000000001,16.913,21.336399999999998,26.02,normal_concrete,1
145.4,868.7,824.0,201.7,7.8,178.9,0.0,4.216,6.851,8.6428,10.54,normal_concrete,1
145.7,816.8,985.8,181.9,3.4,172.6,0.0,9.496,15.431,19.4668,23.74,normal_concrete,1
145.9,871.8,827.0,202.5,3.4,230.5,0.0,13.088000000000001,21.268,26.830399999999997,32.72,normal_concrete,1
146.0,749.0,961.0,192.0,11.0,178.0,0.0,6.876000000000001,11.1735,14.0958,17.19,normal_concrete,1
146.0,765.0,875.0,209.0,6.0,243.0,0.0,11.156,18.128500000000003,22.869799999999998,27.89,normal_concrete,1
146.0,817.0,986.0,182.0,3.0,173.0,0.0,9.496,15.431,19.4668,23.74,normal_concrete,1
146.0,872.0,827.0,202.0,3.0,230.0,0.0,13.224000000000002,21.489,27.1092,33.06,normal_concrete,1
146.5,829.5,860.0,201.9,8.8,203.89999999999998,0.0,7.9959999999999996,12.9935,16.391799999999996,19.99,normal_concrete,1
147.0,829.0,860.0,202.0,9.0,204.0,0.0,9.040000000000001,14.690000000000001,18.532,22.6,normal_concrete,1
147.8,828.5,1000.0,171.2,2.2,175.1,0.0,10.768,17.498,22.0744,26.92,normal_concrete,1
148.0,757.0,972.0,183.0,11.0,180.0,0.0,7.408,12.038,15.186399999999999,18.52,normal_concrete,1
148.0,828.0,1000.0,171.0,2.0,175.0,0.0,10.768,17.498,22.0744,26.92,normal_concrete,1
148.0,830.0,1002.0,158.0,16.0,137.0,0.0,7.18,11.6675,14.719,17.95,normal_concrete,1
148.0,884.0,839.0,181.0,15.0,182.0,0.0,6.208,10.088,12.726399999999998,15.52,normal_concrete,1
148.0,902.0,768.0,193.0,7.0,248.0,0.0,11.212000000000002,18.2195,22.9846,28.03,normal_concrete,1
148.1,830.1,1001.8,158.1,16.1,136.6,0.0,7.184000000000001,11.674000000000001,14.7272,17.96,normal_concrete,1
148.1,884.3,838.9,181.4,15.0,182.1,0.0,6.212,10.0945,12.734599999999999,15.53,normal_concrete,1
148.5,780.0,892.4,192.7,6.1,248.0,0.0,9.48,15.405,19.433999999999997,23.7,normal_concrete,1
149.0,623.0,935.0,192.0,8.0,347.0,0.0,9.832,15.977,20.155599999999996,24.58,normal_concrete,1
149.0,780.0,892.0,193.0,6.0,248.0,0.0,10.478000000000002,17.02675,21.4799,26.195,normal_concrete,1
149.0,780.0,953.0,183.0,7.0,210.0,0.0,9.408,15.288,19.286399999999997,23.52,normal_concrete,1
149.0,780.3,953.4,182.9,7.1,209.3,0.0,9.408,15.288,19.286399999999997,23.52,normal_concrete,1
149.0,893.0,847.0,176.0,13.0,236.0,0.0,13.184000000000001,21.424000000000003,27.0272,32.96,normal_concrete,1
149.5,892.7,846.8,175.8,12.6,236.0,0.0,13.184000000000001,21.424000000000003,27.0272,32.96,normal_concrete,1
150.0,674.8,1069.3,173.8,11.9,236.8,0.0,14.972000000000001,24.3295,30.6926,37.43,normal_concrete,1
150.0,675.0,1069.0,174.0,12.0,237.0,0.0,14.972000000000001,24.3295,30.6926,37.43,normal_concrete,1
150.0,902.0,597.0,173.5,6.75,0.0,0.0,13.76,22.36,28.208,34.4,normal_concrete,1
150.0,927.0,613.0,142.8,6.75,0.0,0.0,13.12,21.32,26.895999999999997,32.8,normal_concrete,1
150.3,670.5,999.5,167.3,6.5,350.20000000000005,0.0,15.276,24.8235,31.315799999999996,38.19,normal_concrete,1
150.4,667.2,1000.2,168.1,6.5,350.6,0.0,15.168000000000001,24.648000000000003,31.0944,37.92,normal_concrete,1
150.7,678.0,1074.5,166.7,15.6,185.3,0.0,5.384,8.749,11.0372,13.46,normal_concrete,1
150.9,772.2,991.2,166.6,11.6,183.9,0.0,6.228000000000001,10.1205,12.7674,15.57,normal_concrete,1
151.0,678.0,1074.0,167.0,16.0,185.0,0.0,5.384,8.749,11.0372,13.46,normal_concrete,1
151.0,772.0,991.0,167.0,12.0,184.0,0.0,6.228000000000001,10.1205,12.7674,15.57,normal_concrete,1
151.6,815.9,992.0,184.4,7.9,111.9,0.0,4.872,7.917,9.987599999999999,12.18,normal_concrete,1
151.8,694.6,944.0,167.5,18.3,316.79999999999995,0.0,14.540000000000001,23.6275,29.807,36.35,normal_concrete,1
152.0,695.0,944.0,168.0,18.0,317.0,0.0,15.042000000000002,24.443250000000003,30.836100000000002,37.605000000000004,normal_concrete,1
152.0,816.0,992.0,184.0,8.0,112.0,0.0,4.872,7.917,9.987599999999999,12.18,normal_concrete,1
152.0,892.0,785.0,204.0,6.0,237.0,0.0,13.084000000000001,21.2615,26.8222,32.71,normal_concrete,1
152.6,683.9,1001.8,200.0,6.3,238.7,0.0,10.744,17.459,22.025199999999998,26.86,normal_concrete,1
152.7,822.2,999.7,178.1,8.0,144.7,0.0,7.604000000000001,12.356500000000002,15.5882,19.01,normal_concrete,1
153.0,684.0,1002.0,200.0,6.0,239.0,0.0,11.030000000000001,17.923750000000002,22.6115,27.575,normal_concrete,1
153.0,689.0,1002.0,178.0,8.0,258.0,0.0,10.224,16.614,20.9592,25.56,normal_concrete,1
153.0,822.0,1000.0,178.0,8.0,145.0,0.0,7.604000000000001,12.356500000000002,15.5882,19.01,normal_concrete,1
153.0,824.0,867.0,178.0,8.0,258.0,0.0,10.492,17.049500000000002,21.508599999999998,26.23,normal_concrete,1
153.1,688.7,1001.9,178.5,8.0,258.0,0.0,10.224,16.614,20.9592,25.56,normal_concrete,1
153.1,824.0,867.2,178.5,8.0,258.0,0.0,10.492,17.049500000000002,21.508599999999998,26.23,normal_concrete,1
153.6,657.9,923.2,220.1,10.1,256.5,0.0,6.6000000000000005,10.725,13.53,16.5,normal_concrete,1
154.0,612.0,845.0,228.0,7.0,359.0,0.0,9.736,15.821,19.9588,24.34,normal_concrete,1
154.0,658.0,923.0,220.0,10.0,256.0,0.0,8.664,14.079,17.7612,21.66,normal_concrete,1
154.0,683.0,797.0,234.0,11.0,322.0,0.0,13.404,21.7815,27.478199999999998,33.51,normal_concrete,1
154.8,696.7,1047.4,193.3,9.1,142.8,0.0,4.984000000000001,8.099,10.2172,12.46,normal_concrete,1
154.8,696.7,1047.4,193.3,9.1,183.4,0.0,7.316,11.8885,14.997799999999998,18.29,normal_concrete,1
154.8,867.7,877.2,193.3,9.1,142.8,0.0,3.8960000000000004,6.331,7.9868,9.74,normal_concrete,1
154.8,867.7,877.2,193.3,9.1,183.4,0.0,9.516,15.4635,19.5078,23.79,normal_concrete,1
155.0,697.0,1047.0,193.0,9.0,143.0,0.0,4.984000000000001,8.099,10.2172,12.46,normal_concrete,1
155.0,697.0,1047.0,193.0,9.0,183.0,0.0,7.312000000000001,11.882000000000001,14.9896,18.28,normal_concrete,1
155.0,699.0,880.0,194.0,9.0,327.0,0.0,11.596,18.8435,23.7718,28.99,normal_concrete,1
155.0,868.0,877.0,193.0,9.0,143.0,0.0,3.8960000000000004,6.331,7.9868,9.74,normal_concrete,1
155.0,868.0,877.0,193.0,9.0,183.0,0.0,9.516,15.4635,19.5078,23.79,normal_concrete,1
155.2,698.5,879.6,193.8,9.2,327.1,0.0,11.596,18.8435,23.7718,28.99,normal_concrete,1
155.4,652.5,966.8,179.9,6.7,362.1,0.0,14.208000000000002,23.088000000000005,29.1264,35.52,normal_concrete,1
155.6,697.7,1022.0,180.3,10.7,243.5,0.0,14.944,24.284,30.635199999999998,37.36,normal_concrete,1
156.0,614.0,854.0,221.0,7.0,365.0,0.0,11.764000000000001,19.116500000000002,24.1162,29.41,normal_concrete,1
156.0,698.0,1022.0,180.0,11.0,243.0,0.0,14.228000000000002,23.1205,29.167399999999997,35.57,normal_concrete,1
157.0,704.0,819.0,200.0,9.0,366.0,0.0,13.219999999999999,21.482499999999998,27.100999999999996,33.05,normal_concrete,1
158.0,706.0,1035.0,174.0,7.0,246.0,0.0,13.996000000000002,22.7435,28.6918,34.99,normal_concrete,1
158.0,713.0,898.0,220.0,11.0,195.0,0.0,3.416,5.550999999999999,7.002799999999999,8.54,normal_concrete,1
158.4,712.9,897.7,219.7,11.0,194.9,0.0,3.416,5.550999999999999,7.002799999999999,8.54,normal_concrete,1
158.6,719.7,953.3,175.1,15.0,264.9,0.0,11.072000000000001,17.992,22.697599999999998,27.68,normal_concrete,1
159.0,669.0,848.0,201.0,7.0,370.0,0.0,12.352,20.072,25.321599999999997,30.88,normal_concrete,1
159.0,683.0,1041.0,175.0,12.0,248.0,0.0,14.156,23.003500000000003,29.0198,35.39,normal_concrete,1
159.0,720.0,953.0,175.0,15.0,265.0,0.0,12.346,20.06225,25.309299999999997,30.865,normal_concrete,1
159.0,789.0,990.0,176.0,11.0,187.0,0.0,13.066,21.23225,26.7853,32.665,normal_concrete,1
159.0,818.0,821.0,208.0,12.0,193.0,0.0,7.676000000000001,12.473500000000001,15.7358,19.19,normal_concrete,1
159.1,788.9,989.6,175.6,11.3,186.7,0.0,13.108000000000002,21.300500000000003,26.8714,32.77,normal_concrete,1
159.8,688.2,1049.3,168.4,12.2,250.0,0.0,15.784,25.649,32.3572,39.46,normal_concrete,1
160.0,688.0,1049.0,168.0,12.0,250.0,0.0,15.422,25.060750000000002,31.615099999999998,38.555,normal_concrete,1
160.0,710.0,829.0,203.0,11.0,334.0,0.0,13.27,21.56375,27.203499999999995,33.175,normal_concrete,1
160.0,879.0,824.0,182.0,6.4,250.0,0.0,15.76,25.61,32.308,39.4,normal_concrete,1
160.2,709.7,828.7,203.2,11.3,334.4,0.0,14.124000000000002,22.951500000000003,28.9542,35.31,normal_concrete,1
160.2,841.1,781.0,233.5,9.2,240.3,0.0,14.475999999999999,23.5235,29.675799999999995,36.19,normal_concrete,1
162.0,638.0,822.0,216.0,10.0,379.0,0.0,15.936000000000002,25.896000000000004,32.6688,39.84,normal_concrete,1
162.0,680.0,820.0,202.0,10.0,378.0,0.0,12.26,19.9225,25.132999999999996,30.65,normal_concrete,1
162.0,741.0,838.0,179.0,19.0,338.0,0.0,15.168000000000001,24.648000000000003,31.0944,37.92,normal_concrete,1
162.0,741.4,838.1,178.8,18.8,338.2,0.0,13.504,21.944,27.683199999999996,33.76,normal_concrete,1
162.0,743.0,840.0,179.0,16.0,339.0,0.0,16.724,27.1765,34.2842,41.81,normal_concrete,1
163.0,746.0,843.0,180.0,12.0,340.0,0.0,16.456,26.741,33.7348,41.14,normal_concrete,1
164.0,641.0,961.0,197.0,8.0,291.0,0.0,10.892000000000001,17.6995,22.328599999999998,27.23,normal_concrete,1
164.0,846.0,849.0,181.0,13.0,200.0,0.0,6.0360000000000005,9.8085,12.3738,15.09,normal_concrete,1
164.2,846.0,849.3,181.2,12.6,200.1,0.0,6.0360000000000005,9.8085,12.3738,15.09,normal_concrete,1
164.6,728.9,1023.3,181.6,11.7,150.4,0.0,7.212000000000001,11.719500000000002,14.7846,18.03,normal_concrete,1
165.0,729.0,1023.0,182.0,12.0,150.0,0.0,7.258000000000002,11.794250000000002,14.878900000000002,18.145000000000003,normal_concrete,1
165.0,746.6,1005.8,175.1,8.1,260.6,0.0,7.152172798543749,19.42,28.454906503925482,46.39,normal_concrete,1
165.0,900.9,1005.6,163.8,0.0,143.6,0.0,2.948544774142556,14.4,17.48143449203595,26.2,normal_concrete,1
165.3,652.6,883.2,200.4,7.1,381.5,0.0,13.136000000000003,21.346000000000004,26.928800000000003,32.84,normal_concrete,1
166.0,826.8,858.8,183.2,12.7,259.7,0.0,15.168000000000001,24.648000000000003,31.0944,37.92,normal_concrete,1
166.0,827.0,859.0,183.0,13.0,260.0,0.0,15.65,25.431250000000002,32.082499999999996,39.125,normal_concrete,1
166.1,780.1,1058.6,176.5,4.5,163.3,0.0,5.329648748832219,10.76,16.89348665222016,21.54,normal_concrete,1
167.0,636.0,898.0,185.0,7.0,382.0,0.0,9.556000000000001,15.528500000000001,19.5898,23.89,normal_concrete,1
167.0,770.1,1007.3,164.0,7.9,242.4,0.0,1.608396658098271,15.52,25.412104781073108,41.41,normal_concrete,1
167.4,746.6,1006.3,175.5,7.8,258.5,0.0,2.1529673564015863,14.94,24.78012936254339,41.2,normal_concrete,1
172.0,641.4,953.3,166.0,7.4,400.6,0.0,16.616,27.001,34.062799999999996,41.54,normal_concrete,1
172.4,856.4,1006.3,156.8,4.1,186.0,0.0,16.751954094376742,21.29,25.985527100934355,33.69,normal_concrete,1
172.8,644.1,952.6,166.4,7.4,397.8,0.0,16.724,27.1765,34.2842,41.81,normal_concrete,1
173.5,793.5,1006.2,164.8,6.5,223.6,0.0,9.61015345584864,23.08,28.95340465832551,38.2,normal_concrete,1
173.8,746.6,1007.2,172.3,9.7,253.3,0.0,3.3900308275585327,15.82,23.983914594695506,37.81,normal_concrete,1
178.0,746.8,1007.3,179.9,3.6,248.4,0.0,11.202672426423035,20.73,28.144880437040392,39.16,normal_concrete,1
180.0,788.0,828.0,198.0,4.8,0.0,0.0,17.96,29.185,36.818,44.9,normal_concrete,1
180.0,788.0,829.0,198.0,3.0,0.0,0.0,17.0,27.625,34.85,42.5,normal_concrete,1
180.0,799.0,840.0,198.0,5.0,0.0,0.0,22.080000000000002,35.88,45.264,55.2,normal_concrete,1
180.0,803.0,845.0,198.0,2.8,0.0,0.0,24.240000000000002,39.39,49.692,60.6,normal_concrete,1
180.0,810.0,852.0,198.0,5.8,0.0,0.0,28.28,45.955000000000005,57.974,70.7,normal_concrete,1
180.0,819.0,861.0,198.0,2.8,0.0,0.0,26.28,42.705000000000005,53.874,65.7,normal_concrete,1
181.4,777.8,1055.6,169.6,7.6,167.0,0.0,1.2917157148983907,13.62,18.329950551055845,27.77,normal_concrete,1
183.0,891.0,837.0,100.65,0.92,0.0,0.0,8.840000000000002,14.365000000000002,18.122,22.1,normal_concrete,1
184.0,623.0,923.0,213.0,6.0,276.0,0.0,9.172,14.9045,18.802599999999998,22.93,normal_concrete,1
184.3,640.9,920.2,179.0,7.5,392.6,0.0,16.404,26.6565,33.6282,41.01,normal_concrete,1
190.0,670.0,932.0,228.0,0.0,190.0,0.0,22.645157230740466,28.07674415864077,32.265821624810776,40.86,normal_concrete,1
190.3,798.9,1079.0,166.6,9.9,125.2,0.0,4.576570808190605,12.55,16.87356326738025,24.85,normal_concrete,1
190.7,804.0,1090.0,162.1,7.8,125.4,0.0,4.493516204583656,15.04,18.863442270083183,26.4,normal_concrete,1
192.0,716.1,929.8,192.0,0.0,288.0,0.0,0.11435232267998031,12.79,21.48,39.32,normal_concrete,1
194.0,765.0,1147.0,179.0,3.37,65.0,0.0,9.14,14.852500000000001,18.737,22.85,normal_concrete,1
194.0,869.0,1063.0,179.0,3.11,65.0,0.0,8.74,14.2025,17.917,21.85,normal_concrete,1
194.0,890.0,900.0,173.53,7.8,0.0,0.0,33.04,53.69,67.73199999999999,82.6,normal_concrete,1
194.3,811.3,780.6,234.2,8.9,240.3,0.0,15.384,24.999000000000002,31.5372,38.46,normal_concrete,1
