cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,strength_1,strength_3,strength_7,strength_28,strength_1_weight,strength_3_weight,strength_7_weight,strength_28_weight,source,imputed_early
206.0,890.0,1088.0,171.0,3.01,45.0,0.0,9.94,16.471999999999998,22.152,28.4,0.02,0.03,0.05,1.0,normal_concrete,1
206.0,980.0,980.0,165.0,2.75,69.0,0.0,8.32125,13.789499999999999,18.5445,23.775,0.02,0.03,0.05,1.0,normal_concrete,1
207.0,898.0,1054.0,165.0,2.92,36.0,0.0,8.014999999999999,13.281999999999998,17.862,22.9,0.02,0.03,0.05,1.0,normal_concrete,1
208.0,893.0,1091.0,156.0,3.12,52.0,0.0,8.7675,14.529,19.539,25.05,0.02,0.03,0.05,1.0,normal_concrete,1
209.0,988.0,989.0,174.0,3.74,40.0,0.0,8.364999999999998,13.861999999999998,18.642,23.9,0.02,0.03,0.05,1.0,normal_concrete,1
210.0,562.0,837.0,136.5,0.42,0.0,0.0,3.5699999999999994,5.9159999999999995,7.9559999999999995,10.2,0.02,0.03,0.05,1.0,normal_concrete,1
210.0,858.0,1137.0,158.0,2.47,37.0,0.0,8.33,13.804,18.564,23.8,0.02,0.03,0.05,1.0,normal_concrete,1
210.0,910.0,837.0,136.5,1.68,0.0,0.0,6.6850000000000005,11.078,14.898000000000001,19.1,0.02,0.03,0.05,1.0,normal_concrete,1
211.0,844.0,1074.0,160.0,3.0,91.0,0.0,18.62,30.855999999999998,41.496,53.2,0.02,0.03,0.05,1.0,normal_concrete,1
212.0,799.5,1085.4,159.0,7.8,124.8,0.0,10.175532244284463,19.52,26.46032438920639,38.5,0.2,1.0,0.55,1.0,normal_concrete,1
212.1,779.3,1057.6,180.3,5.7,121.6,0.0,2.1206586771935876,12.47,17.178984237836225,24.9,0.2,1.0,0.55,1.0,normal_concrete,1
212.5,903.6,1007.8,159.3,8.7,100.4,0.0,3.4144167702944346,13.54,20.752152434654626,31.64,0.2,1.0,0.55,1.0,normal_concrete,1
212.6,903.8,1003.8,159.4,10.4,100.4,0.0,1.1187868543989725,13.33,21.27717202503963,37.4,0.2,1.0,0.55,1.0,normal_concrete,1
213.0,827.0,1052.0,167.0,3.0,91.0,0.0,13.545,22.446,30.186000000000003,38.7,0.02,0.03,0.05,1.0,normal_concrete,1
213.0,918.0,1122.0,147.0,2.77,0.0,0.0,7.805,12.934,17.394000000000002,22.3,0.02,0.03,0.05,1.0,normal_concrete,1
213.5,771.9,1043.6,159.2,11.7,174.2,0.0,2.7357687128149752,15.61,25.092244491588566,44.64,0.2,1.0,0.55,1.0,normal_concrete,1
213.5,775.5,1052.3,154.6,11.7,174.2,0.0,3.7555207985006978,17.37,27.17555708672161,45.94,0.2,1.0,0.55,1.0,normal_concrete,1
213.7,776.4,1053.5,154.8,10.2,174.7,0.0,8.040355040761888,17.57,26.379565737968186,40.15,0.2,1.0,0.55,1.0,normal_concrete,1
213.7,785.4,1065.8,181.7,6.9,122.6,0.0,5.4340632545873255,18.0,26.70216158974825,45.71,0.2,1.0,0.55,1.0,normal_concrete,1
214.0,861.0,1141.0,184.0,4.71,0.0,0.0,5.88,9.744,13.104000000000001,16.8,0.02,0.03,0.05,1.0,normal_concrete,1
214.0,868.0,1062.0,185.0,3.42,71.0,0.0,9.87,16.355999999999998,21.996,28.2,0.02,0.03,0.05,1.0,normal_concrete,1
214.0,917.0,1033.0,165.0,3.42,71.0,0.0,9.239999999999998,15.311999999999998,20.592,26.4,0.02,0.03,0.05,1.0,normal_concrete,1
214.9,780.6,1014.3,155.6,9.6,175.7,0.0,7.8969880756762425,18.02,30.196935126154223,52.2,0.2,1.0,0.55,1.0,normal_concrete,1
215.6,649.1,884.0,198.7,7.4,351.9,0.0,13.695500000000001,22.6954,30.521400000000003,39.13,0.02,0.03,0.05,1.0,normal_concrete,1
216.0,789.0,1089.0,162.0,5.04,144.0,0.0,13.614999999999998,22.561999999999998,30.342,38.9,0.02,0.03,0.05,1.0,normal_concrete,1
216.0,789.0,1089.0,162.0,5.4,144.0,0.0,15.12,25.056,33.696000000000005,43.2,0.02,0.03,0.05,1.0,normal_concrete,1
216.0,860.0,1052.0,160.0,3.1,92.0,0.0,14.07,23.316,31.356,40.2,0.02,0.03,0.05,1.0,normal_concrete,1
218.2,792.7,1075.7,140.8,11.9,178.4,0.0,12.902638634912213,27.42,35.199084028310494,55.51,0.2,1.0,0.55,1.0,normal_concrete,1
218.9,794.9,1078.7,158.5,11.3,124.1,0.0,4.592824332680573,15.34,20.97101031768021,30.22,0.2,1.0,0.55,1.0,normal_concrete,1
220.0,685.0,880.0,176.0,8.89,0.0,0.0,20.965,34.742,46.722,59.9,0.02,0.03,0.05,1.0,normal_concrete,1
220.0,697.0,896.0,176.0,8.0,0.0,0.0,22.505,37.294,50.153999999999996,64.3,0.02,0.03,0.05,1.0,normal_concrete,1
220.0,703.0,903.0,176.0,4.44,0.0,0.0,24.255,40.193999999999996,54.054,69.3,0.02,0.03,0.05,1.0,normal_concrete,1
220.0,710.0,912.0,176.0,10.22,0.0,0.0,29.575,49.01,65.91,84.5,0.02,0.03,0.05,1.0,normal_concrete,1
220.0,796.0,937.0,172.0,2.64,0.0,0.0,25.724999999999998,42.629999999999995,57.330000000000005,73.5,0.02,0.03,0.05,1.0,normal_concrete,1
220.0,861.0,769.0,182.0,8.8,0.0,0.0,25.059999999999995,41.52799999999999,55.848,71.6,0.02,0.03,0.05,1.0,normal_concrete,1
220.0,890.0,900.0,176.68,7.8,0.0,0.0,27.72,45.936,61.776,79.2,0.02,0.03,0.05,1.0,normal_concrete,1
221.0,854.0,1044.0,177.0,3.54,74.0,0.0,9.70375,16.0805,21.625500000000002,27.725,0.02,0.03,0.05,1.0,normal_concrete,1
222.0,788.0,1088.0,155.0,4.8,147.0,0.0,15.47,25.636,34.476000000000006,44.2,0.02,0.03,0.05,1.0,normal_concrete,1
222.0,846.0,1035.0,161.0,3.94,136.0,0.0,13.475,22.33,30.03,38.5,0.02,0.03,0.05,1.0,normal_concrete,1
222.4,870.3,967.1,189.3,4.5,96.7,0.0,2.9995580158448814,11.58,17.38680979822378,24.89,0.2,1.0,0.55,1.0,normal_concrete,1
225.0,763.0,1097.0,165.0,7.5,150.0,0.0,12.285,20.358,27.378000000000004,35.1,0.02,0.03,0.05,1.0,normal_concrete,1
225.0,821.0,1105.0,158.0,4.51,151.0,0.0,13.125,21.75,29.25,37.5,0.02,0.03,0.05,1.0,normal_concrete,1
225.0,833.0,1113.0,181.0,0.0,0.0,0.0,2.5093100654522846,7.398919380177053,11.17,17.34,0.2,0.35,1.0,1.0,normal_concrete,1
225.0,898.0,865.0,179.0,4.5,0.0,0.0,11.878999999999998,19.6852,26.4732,33.94,0.02,0.03,0.05,1.0,normal_concrete,1
225.0,968.0,967.0,165.0,3.0,75.0,0.0,9.799999999999999,16.24,21.84,28.0,0.02,0.03,0.05,1.0,normal_concrete,1
226.0,935.0,1012.0,170.0,3.68,57.0,0.0,6.2941666655,10.4303333314,14.0269999974,17.98333333,0.02,0.03,0.05,1.0,normal_concrete,1
229.7,757.6,1028.1,195.2,6.1,118.2,0.0,3.5808130037347303,13.36,17.77517976599088,24.54,0.2,1.0,0.55,1.0,normal_concrete,1
230.0,758.6,1029.4,195.5,4.6,118.3,0.0,1.393172620390242,10.03,15.584837723945185,24.48,0.2,1.0,0.55,1.0,normal_concrete,1
230.0,988.0,987.0,145.0,2.3,0.0,0.0,8.4175,13.949,18.759,24.05,0.02,0.03,0.05,1.0,normal_concrete,1
231.0,864.0,862.0,175.0,4.62,0.0,0.0,13.614999999999998,22.561999999999998,30.342,38.9,0.02,0.03,0.05,1.0,normal_concrete,1
231.0,886.0,1039.0,163.0,3.54,41.0,0.0,9.257499999999999,15.341,20.631,26.45,0.02,0.03,0.05,1.0,normal_concrete,1
231.8,778.5,1056.4,174.0,6.7,121.6,0.0,4.619472474294361,15.44,22.14246421098444,33.73,0.2,1.0,0.55,1.0,normal_concrete,1
232.0,878.0,1072.0,160.0,3.48,58.0,0.0,10.3775,17.197,23.127,29.65,0.02,0.03,0.05,1.0,normal_concrete,1
233.8,852.2,947.0,197.9,4.6,94.6,0.0,3.4379205245875815,10.38,15.880325993802938,22.84,0.2,1.0,0.55,1.0,normal_concrete,1
234.0,760.0,981.0,189.0,5.9,156.0,0.0,13.754999999999999,22.793999999999997,30.654,39.3,0.02,0.03,0.05,1.0,normal_concrete,1
234.0,834.0,1106.0,165.0,3.9,41.0,0.0,9.94,16.471999999999998,22.152,28.4,0.02,0.03,0.05,1.0,normal_concrete,1
234.0,858.0,1091.0,176.0,6.05,41.0,0.0,7.699999999999999,12.76,17.16,22.0,0.02,0.03,0.05,1.0,normal_concrete,1
234.0,980.0,980.0,165.0,2.75,41.0,0.0,7.9975,13.253,17.823,22.85,0.02,0.03,0.05,1.0,normal_concrete,1
235.0,860.0,1095.0,160.0,0.0,0.0,0.0,7.56,12.528,16.848000000000003,21.6,0.02,0.03,0.05,1.0,normal_concrete,1
235.0,890.0,1045.0,165.0,3.0,65.0,0.0,8.889999999999999,14.731999999999998,19.812,25.4,0.02,0.03,0.05,1.0,normal_concrete,1
235.0,965.0,1004.0,171.0,4.2,45.0,0.0,9.975,16.529999999999998,22.23,28.5,0.02,0.03,0.05,1.0,normal_concrete,1
236.0,749.1,972.6,192.0,0.0,157.0,0.0,1.5705791119734005,13.57,20.42,32.88,0.2,1.0,1.0,1.0,normal_concrete,1
236.0,885.0,968.0,193.0,0.0,0.0,0.0,2.425325390743304,6.7977805360192285,9.99,15.68743332992436,0.2,0.35,1.0,0.7,normal_concrete,1
236.0,885.0,968.0,194.0,0.0,0.0,0.0,1.303506650158883,6.47,10.46416240006755,18.42,0.2,1.0,0.55,1.0,normal_concrete,1
236.0,927.0,1004.0,174.0,2.95,59.0,0.0,8.364999999999998,13.861999999999998,18.642,23.9,0.02,0.03,0.05,1.0,normal_concrete,1
236.9,695.4,852.9,246.9,6.0,163.2,0.0,10.020499999999998,16.6054,22.3314,28.63,0.02,0.03,0.05,1.0,normal_concrete,1
237.0,695.0,853.0,247.0,6.0,163.0,0.0,10.020499999999998,16.6054,22.3314,28.63,0.02,0.03,0.05,1.0,normal_concrete,1
237.5,594.0,932.0,228.0,0.0,237.5,0.0,19.38527936183918,22.988285479923025,26.26,30.08,0.2,0.35,1.0,1.0,normal_concrete,1
238.0,789.0,1118.0,185.0,0.0,0.0,0.0,6.138999999999999,10.1732,13.6812,17.54,0.02,0.03,0.05,1.0,normal_concrete,1
238.0,789.0,1119.0,186.0,0.0,0.0,0.0,4.3438107389518805,8.694532803431454,12.05,17.54,0.2,0.35,1.0,1.0,normal_concrete,1
238.0,924.0,1002.0,176.0,3.87,60.0,0.0,8.8958333345,14.7416666686,19.825000002600003,25.41666667,0.02,0.03,0.05,1.0,normal_concrete,1
238.0,937.0,1015.0,168.0,3.36,42.0,0.0,10.0625,16.674999999999997,22.425,28.75,0.02,0.03,0.05,1.0,normal_concrete,1
238.1,789.3,1118.8,185.7,0.0,0.0,0.0,0.17737518215146086,5.914939434762047,10.34,17.58,0.2,0.35,1.0,1.0,normal_concrete,1
238.1,847.0,949.9,186.7,7.0,94.1,0.0,9.754153252425526,19.93,23.507701767517048,30.23,0.2,1.0,0.55,1.0,normal_concrete,1
239.6,664.3,941.6,185.7,0.0,359.4,0.0,5.7404419963762034,16.8510291264315,25.42,39.44,0.2,0.35,1.0,1.0,normal_concrete,1
240.0,1580.0,0.0,230.0,0.0,0.0,0.0,4.445,7.3660000000000005,9.906,12.700000000000001,0.02,0.03,0.05,1.0,normal_concrete,1
241.0,896.0,1051.0,170.0,4.24,42.0,0.0,8.54,14.151999999999997,19.032,24.4,0.02,0.03,0.05,1.0,normal_concrete,1
242.0,851.0,1127.0,160.0,3.63,0.0,0.0,9.2458333345,15.321666668599999,20.6050000026,26.41666667,0.02,0.03,0.05,1.0,normal_concrete,1
244.0,909.0,1066.0,158.0,3.44,43.0,0.0,10.01,16.588,22.308000000000003,28.6,0.02,0.03,0.05,1.0,normal_concrete,1
245.0,1510.0,0.0,290.0,0.0,0.0,0.0,3.43,5.684,7.644000000000001,9.8,0.02,0.03,0.05,1.0,normal_concrete,1
246.0,822.0,1091.0,160.0,3.1,62.0,0.0,15.575,25.81,34.71,44.5,0.02,0.03,0.05,1.0,normal_concrete,1
246.0,890.0,900.0,179.82,7.8,0.0,0.0,24.534999999999997,40.657999999999994,54.678,70.1,0.02,0.03,0.05,1.0,normal_concrete,1
246.8,800.9,1086.8,143.3,12.0,125.1,0.0,10.03938817981082,23.52,34.18083858930846,52.5,0.2,1.0,0.55,1.0,normal_concrete,1
247.0,837.0,1066.0,168.0,3.95,82.0,0.0,13.9825,23.171,31.161000000000005,39.95,0.02,0.03,0.05,1.0,normal_concrete,1
247.0,838.0,1064.0,168.0,4.28,82.0,0.0,11.97,19.836,26.676000000000002,34.2,0.02,0.03,0.05,1.0,normal_concrete,1
247.0,894.0,1051.0,158.0,3.71,0.0,0.0,9.17,15.195999999999998,20.436,26.2,0.02,0.03,0.05,1.0,normal_concrete,1
248.0,644.1,949.9,169.1,7.7,340.9,0.0,17.580499999999997,29.133399999999995,39.1794,50.23,0.02,0.03,0.05,1.0,normal_concrete,1
248.3,640.6,954.2,168.9,7.7,340.1,0.0,17.4895,28.982599999999998,38.9766,49.97,0.02,0.03,0.05,1.0,normal_concrete,1
249.0,738.0,1107.0,170.0,7.06,166.0,0.0,17.044999999999998,28.246,37.986000000000004,48.7,0.02,0.03,0.05,1.0,normal_concrete,1
249.0,846.0,1211.0,184.0,5.48,0.0,0.0,7.735,12.818,17.238000000000003,22.1,0.02,0.03,0.05,1.0,normal_concrete,1
249.0,850.0,1081.0,176.0,6.45,44.0,0.0,9.52,15.775999999999998,21.216,27.2,0.02,0.03,0.05,1.0,normal_concrete,1
249.0,890.0,1004.0,173.0,3.81,44.0,0.0,12.617499999999998,20.908999999999995,28.119,36.05,0.02,0.03,0.05,1.0,normal_concrete,1
249.1,889.0,987.8,158.1,12.8,98.8,0.0,2.892818530494102,15.36,21.91961008724207,30.85,0.2,1.0,0.55,1.0,normal_concrete,1
250.0,478.0,837.0,137.5,1.25,0.0,0.0,5.949999999999999,9.86,13.26,17.0,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,566.0,837.0,180.0,1.25,0.0,0.0,3.8499999999999996,6.38,8.58,11.0,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,739.0,837.0,137.5,0.0,0.0,0.0,9.555,15.834,21.294,27.3,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,742.0,837.0,137.5,1.25,0.0,0.0,9.121,15.1148,20.326800000000002,26.060000000000002,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,746.0,837.0,137.5,2.5,0.0,0.0,9.344999999999999,15.485999999999999,20.826,26.7,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,800.0,860.0,159.0,9.5,275.0,0.0,23.7545,39.3646,52.93860000000001,67.87,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,820.0,1100.0,182.0,0.0,0.0,0.0,1.304065467225541,7.75486284516065,12.73,20.87,0.2,0.35,1.0,1.0,normal_concrete,1
250.0,854.0,1087.0,160.0,3.0,0.0,0.0,8.475833333333334,14.045666666666667,18.889000000000003,24.21666666666667,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,860.0,1140.0,143.0,3.25,0.0,0.0,9.799999999999999,16.24,21.84,28.0,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,861.2,956.9,187.4,5.5,95.7,0.0,3.838391199324341,13.82,19.88220706985376,29.22,0.2,1.0,0.55,1.0,normal_concrete,1
250.0,900.0,600.0,175.0,5.0,0.0,0.0,12.299,20.3812,27.409200000000002,35.14,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,913.0,1029.0,174.0,5.02,84.0,0.0,12.7575,21.141000000000002,28.431000000000004,36.45,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,920.0,608.0,173.9,6.75,0.0,0.0,14.279999999999998,23.663999999999998,31.823999999999998,40.8,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,941.0,622.0,149.5,6.75,0.0,0.0,16.625,27.549999999999997,37.050000000000004,47.5,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,1600.0,0.0,270.0,0.0,0.0,0.0,4.4799999999999995,7.4239999999999995,9.984000000000002,12.8,0.02,0.03,0.05,1.0,normal_concrete,1
250.0,1638.0,0.0,230.0,0.0,0.0,0.0,4.234999999999999,7.017999999999999,9.438,12.1,0.02,0.03,0.05,1.0,normal_concrete,1
251.0,858.0,1048.0,160.0,3.1,63.0,0.0,15.889999999999999,26.331999999999997,35.412,45.4,0.02,0.03,0.05,1.0,normal_concrete,1
251.0,885.0,1038.0,162.0,4.13,44.0,0.0,11.217499999999998,18.589,24.999,32.05,0.02,0.03,0.05,1.0,normal_concrete,1
251.0,924.0,1002.0,195.0,5.58,28.0,0.0,8.3475,13.833,18.603,23.85,0.02,0.03,0.05,1.0,normal_concrete,1
251.0,924.0,1002.0,195.0,12.56,28.0,0.0,8.067499999999999,13.369,17.979000000000003,23.05,0.02,0.03,0.05,1.0,normal_concrete,1
251.4,754.3,1043.6,192.9,5.8,118.3,0.0,1.386608116095092,11.98,18.548230125779103,33.27,0.2,1.0,0.55,1.0,normal_concrete,1
251.4,757.7,1028.4,188.5,5.8,118.3,0.0,9.309174865191423,17.22,23.042259854586476,29.65,0.2,1.0,0.55,1.0,normal_concrete,1
251.4,757.7,1028.4,188.5,6.4,118.3,0.0,2.8069684409382645,13.12,19.789893275559923,32.66,0.2,1.0,0.55,1.0,normal_concrete,1
251.8,899.8,1006.0,146.1,12.4,99.9,0.0,13.269952106854506,21.02,27.08683477171718,33.94,0.2,1.0,0.55,1.0,normal_concrete,1
252.0,784.0,1111.0,185.0,0.0,0.0,0.0,5.316008783047753,10.055046660204013,13.71,19.69,0.2,0.35,1.0,1.0,normal_concrete,1
252.0,821.0,835.0,194.0,8.0,173.0,0.0,11.639249999999997,19.287899999999997,25.938899999999997,33.254999999999995,0.02,0.03,0.05,1.0,normal_concrete,1
252.0,880.0,1033.0,168.0,4.2,48.0,0.0,11.479999999999999,19.023999999999997,25.584,32.8,0.02,0.03,0.05,1.0,normal_concrete,1
252.0,928.0,1046.0,174.0,3.02,0.0,0.0,9.065,15.021999999999998,20.201999999999998,25.9,0.02,0.03,0.05,1.0,normal_concrete,1
252.0,931.0,1050.0,164.0,2.52,0.0,0.0,6.93,11.484,15.444,19.8,0.02,0.03,0.05,1.0,normal_concrete,1
252.0,936.0,975.0,172.0,3.27,45.0,0.0,7.3675,12.209,16.419,21.05,0.02,0.03,0.05,1.0,normal_concrete,1
252.1,821.4,835.5,193.8,8.3,172.7,0.0,11.69,19.371999999999996,26.052,33.4,0.02,0.03,0.05,1.0,normal_concrete,1
252.3,889.0,987.8,146.3,14.2,98.8,0.0,11.090434683081538,21.78,32.90363970349015,50.6,0.2,1.0,0.55,1.0,normal_concrete,1
253.0,895.0,1010.0,180.0,4.74,63.0,0.0,9.9925,16.558999999999997,22.269000000000002,28.55,0.02,0.03,0.05,1.0,normal_concrete,1
254.0,863.0,968.0,198.0,0.0,0.0,0.0,5.036427355034029,9.31,13.608070520016337,19.714632321400444,0.2,1.0,0.55,0.7,normal_concrete,1
254.0,872.0,1109.0,165.0,4.57,0.0,0.0,11.654999999999998,19.313999999999997,25.974,33.3,0.02,0.03,0.05,1.0,normal_concrete,1
255.0,749.0,919.0,189.0,6.0,176.0,0.0,11.829999999999998,19.603999999999996,26.363999999999997,33.8,0.02,0.03,0.05,1.0,normal_concrete,1
255.0,945.0,889.8,192.0,0.0,0.0,0.0,3.0185117488637236,8.2,10.22,18.75,0.2,1.0,1.0,1.0,normal_concrete,1
255.3,749.3,919.0,188.6,6.5,175.8,0.0,11.829999999999998,19.603999999999996,26.363999999999997,33.8,0.02,0.03,0.05,1.0,normal_concrete,1
256.0,864.0,1056.0,160.0,3.84,64.0,0.0,13.212499999999999,21.895,29.445,37.75,0.02,0.03,0.05,1.0,normal_concrete,1
257.0,862.0,1053.0,163.0,4.23,45.0,0.0,10.219999999999999,16.936,22.776,29.2,0.02,0.03,0.05,1.0,normal_concrete,1
257.0,880.0,1033.0,166.0,4.5,45.0,0.0,11.549999999999999,19.139999999999997,25.740000000000002,33.0,0.02,0.03,0.05,1.0,normal_concrete,1
257.0,883.0,1080.0,180.0,3.34,0.0,0.0,8.785,14.558,19.578000000000003,25.1,0.02,0.03,0.05,1.0,normal_concrete,1
257.0,895.0,1010.0,165.0,3.3,73.0,0.0,11.8825,19.691,26.481,33.95,0.02,0.03,0.05,1.0,normal_concrete,1
257.0,895.0,1011.0,165.0,3.3,73.0,0.0,12.214999999999998,20.241999999999997,27.222,34.9,0.02,0.03,0.05,1.0,normal_concrete,1
258.0,836.0,835.0,176.0,5.16,0.0,0.0,14.423499999999999,23.901799999999998,32.1438,41.21,0.02,0.03,0.05,1.0,normal_concrete,1
258.0,1135.0,630.0,200.0,1.68,0.0,0.0,15.114399999999998,25.046719999999997,33.68352,43.184,0.02,0.03,0.05,1.0,normal_concrete,1
258.8,646.0,938.9,175.3,7.6,327.6,0.0,17.674999999999997,29.29,39.39,50.5,0.02,0.03,0.05,1.0,normal_concrete,1
259.0,820.0,1087.0,168.0,4.58,46.0,0.0,11.2758333345,18.6856666686,25.1290000026,32.21666667,0.02,0.03,0.05,1.0,normal_concrete,1
259.0,855.0,1046.0,175.0,3.24,65.0,0.0,10.535,17.458,23.478,30.1,0.02,0.03,0.05,1.0,normal_concrete,1
259.9,762.9,935.7,170.6,10.4,179.0,0.0,17.4195,28.8666,38.820600000000006,49.77,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,700.0,1193.0,172.0,3.9,65.0,0.0,11.97,19.836,26.676000000000002,34.2,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,763.0,936.0,171.0,10.0,179.0,0.0,17.4195,28.8666,38.820600000000006,49.77,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,833.0,1060.0,172.0,3.9,65.0,0.0,11.952499999999999,19.807,26.637,34.15,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,837.0,1066.0,172.0,3.9,65.0,0.0,12.004999999999999,19.894,26.753999999999998,34.3,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,854.0,1130.0,156.0,3.1,0.0,0.0,9.0125,14.934999999999999,20.085,25.75,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,869.0,1107.0,164.0,2.6,0.0,0.0,9.5375,15.805,21.255,27.25,0.02,0.03,0.05,1.0,normal_concrete,1
260.0,938.0,1006.0,156.0,3.12,0.0,0.0,10.36,17.168,23.088,29.6,0.02,0.03,0.05,1.0,normal_concrete,1
260.9,761.5,864.5,200.6,8.6,178.8,0.0,11.339999999999998,18.791999999999998,25.272,32.4,0.02,0.03,0.05,1.0,normal_concrete,1
261.0,761.0,864.0,201.0,9.0,178.0,0.0,11.651499999999999,19.3082,25.9662,33.29,0.02,0.03,0.05,1.0,normal_concrete,1
261.9,732.6,895.2,195.4,5.0,196.6,0.0,11.802,19.557599999999997,26.3016,33.72,0.02,0.03,0.05,1.0,normal_concrete,1
262.0,733.0,895.0,195.0,5.0,197.0,0.0,11.802,19.557599999999997,26.3016,33.72,0.02,0.03,0.05,1.0,normal_concrete,1
262.0,790.0,1092.0,168.0,4.55,88.0,0.0,12.915,21.401999999999997,28.782,36.9,0.02,0.03,0.05,1.0,normal_concrete,1
263.0,911.0,987.0,173.0,3.71,46.0,0.0,8.6275,14.296999999999999,19.227,24.65,0.02,0.03,0.05,1.0,normal_concrete,1
264.5,790.4,832.6,195.5,5.9,197.5,0.0,14.538999999999998,24.0932,32.4012,41.54,0.02,0.03,0.05,1.0,normal_concrete,1
265.0,790.0,833.0,195.0,6.0,197.0,0.0,13.812750000000001,22.8897,30.782700000000002,39.465,0.02,0.03,0.05,1.0,normal_concrete,1
265.0,892.0,1005.0,172.0,4.3,66.0,0.0,10.575833334499999,17.5256666686,23.5690000026,30.21666667,0.02,0.03,0.05,1.0,normal_concrete,1
266.0,670.0,932.0,228.0,0.0,114.0,0.0,35.84606283160959,38.84711575100552,41.16165905599226,45.85,0.2,0.35,0.55,1.0,normal_concrete,1
266.0,745.0,910.0,178.0,10.0,199.0,0.0,13.797,22.863599999999998,30.747600000000002,39.42,0.02,0.03,0.05,1.0,normal_concrete,1
266.0,842.0,1072.0,170.0,2.66,0.0,0.0,10.08,16.704,22.464000000000002,28.8,0.02,0.03,0.05,1.0,normal_concrete,1
266.0,843.0,1072.0,172.0,4.7,47.0,0.0,10.43,17.284,23.244,29.8,0.02,0.03,0.05,1.0,normal_concrete,1
266.2,744.5,909.7,177.9,10.4,199.8,0.0,13.797,22.863599999999998,30.747600000000002,39.42,0.02,0.03,0.05,1.0,normal_concrete,1
267.0,885.0,1038.0,160.0,4.01,0.0,0.0,9.834999999999999,16.298,21.918000000000003,28.1,0.02,0.03,0.05,1.0,normal_concrete,1
267.0,903.0,1019.0,164.0,3.77,47.0,0.0,11.952499999999999,19.807,26.637,34.15,0.02,0.03,0.05,1.0,normal_concrete,1
269.0,810.0,1166.0,158.0,3.48,47.0,0.0,12.739999999999998,21.112,28.392,36.4,0.02,0.03,0.05,1.0,normal_concrete,1
269.0,862.0,1053.0,168.0,3.8,48.0,0.0,11.725,19.43,26.130000000000003,33.5,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,801.0,841.0,198.0,4.5,0.0,0.0,20.16,33.408,44.928000000000004,57.6,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,801.0,842.0,198.0,2.9,0.0,0.0,21.104999999999997,34.974,47.034,60.3,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,808.0,849.0,198.0,4.2,0.0,0.0,23.38,38.74399999999999,52.104,66.8,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,811.0,853.0,198.0,3.2,0.0,0.0,24.22,40.135999999999996,53.976000000000006,69.2,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,816.0,857.0,198.0,4.6,0.0,0.0,23.87,39.556,53.196000000000005,68.2,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,821.0,863.0,198.0,3.4,0.0,0.0,26.215,43.442,58.422000000000004,74.9,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,902.0,1018.0,180.0,6.0,30.0,0.0,10.634166666666667,17.622333333333334,23.699,30.383333333333336,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,926.0,1003.0,170.0,4.82,51.0,0.0,13.089999999999998,21.691999999999997,29.172,37.4,0.02,0.03,0.05,1.0,normal_concrete,1
270.0,1630.0,0.0,270.0,0.0,0.0,0.0,4.27,7.075999999999999,9.516,12.2,0.02,0.03,0.05,1.0,normal_concrete,1
270.6,817.2,817.2,191.8,6.45,0.0,0.0,12.214999999999998,20.241999999999997,27.222,34.9,0.02,0.03,0.05,1.0,normal_concrete,1
270.6,818.1,818.1,191.8,5.6,0.0,0.0,12.459999999999999,20.648,27.768,35.6,0.02,0.03,0.05,1.0,normal_concrete,1
270.6,839.8,839.8,174.5,6.45,0.0,0.0,16.275,26.97,36.27,46.5,0.02,0.03,0.05,1.0,normal_concrete,1
270.6,840.7,840.7,174.5,5.6,0.0,0.0,15.785,26.157999999999998,35.178000000000004,45.1,0.02,0.03,0.05,1.0,normal_concrete,1
271.0,825.0,1094.0,160.0,2.98,0.0,0.0,13.089999999999998,21.691999999999997,29.172,37.4,0.02,0.03,0.05,1.0,normal_concrete,1
271.0,825.0,1094.0,160.0,3.25,0.0,0.0,8.837499999999999,14.645,19.695,25.25,0.02,0.03,0.05,1.0,normal_concrete,1
